Job Plan ID,Job Plan Name
15104908,ADHOC_RE_PERF_DWH_LOAD
15104909,FX_FWD_RPT
15104911,FX_HEDGE_EXTRACT
15104914,CHECK_EOD_PRICES
15357668,MANUAL_MOVE_TO_TRANSACTIONS
15357759,MANUAL_MOVE_TO_TRANSACTIONS
15370697,SFTP_MOVE_TO_MANUAL
15370743,SFTP_MOVE_TO_MANUAL
15447790,CHECK_SCD_EOD_PROCESSING
15448242,CHECK_SCD_EOD_PROCESSING
15578524,CHECK_SCD_DWH_LOAD
15580598,CHECK_SOD_DWH_LOAD
15589384,IO_SETTLE_POSITIONS
15589385,IO_SETTLE_POSITIONS
15589386,IO_SETTLE_POSITIONS
15622459,Check_File_Age
15622460,CHECK_FILE_AGE
15622461,CHECK_FILE_AGE
15623548,CHECK_SYSTEM_DATE
15623549,CHECK_SYSTEM_DATE
15660857,IO_FUT_TXN
15660870,IO_FUT_TXN
15661413,IO_FUT_TXN
15727507,LDOM_SCD_EOD_PROCESSING
15727587,LDOM_SCD_DWH_LOAD
15727641,LDOM_SCD_DWH_RECON
15727699,LDOM_SCD_PERF_DAILY
15727761,LDOM_SCD_PERF_DWH_LOAD
15755369,FX_REAL_G_L
15755427,FX_REAL_G_L
15756586,FX_REAL_G_L
15797210,FX_FWD_REPORT
15806682,LDOM_SCD_SOD
15824365,PRF_REP_DAILY
15824366,PRF_REP_DAILY
15824367,PRF_REP_DAILY
15824368,PRF_REP_MONTHLY
15824369,PRF_REP_MONTHLY
15824370,PRF_REP_MONTHLY
15826123,FIN_REPO_RECON_DEXS
15826152,FIN_REPO_RECON_DEXS
15826224,FIN_REPO_RECON_DEXS
15938896,ABAT_DISABLE_ALERT
15938897,ABAT_ENABLE_ALERT
15938898,ABAT_DISABLE_ALERT_Queue_Stopped
15938899,ABAT_ENABLE_ALERT_Queue_Stopped
15941635,LDOM_PRF_REP_DAILY
15941700,LDOM_PRF_REP_MONTHLY
15963277,STREPO_DEXS
15963278,STREPO_DEXS
15963279,STREPO_DEXS_DO
15979528,Performance_Callout
16007965,DIV_TXN_TD
16007966,DIV_TXN_TD
16007967,DIV_TXN_TD
16013611,ADHOC_PRF_REP
16013612,ADHOC_PRF_REP
16096724,CREATE_ARCHIVE_FOLDER
16096725,CREATE_ARCHIVE_FOLDER
16174092,TRN_EXT
16174108,TRN_EXT
16174115,TRN_EXT
16318714,DM_EXT_DIV_TRXNS
16318715,DM_EXT_DIV_TRXNS
16318716,DM_EXT_DIV_TRXNS
16410061,TRN_EXT_CO
16410062,TRN_EXT_CO
16449598,PRF_REP_DAILY
16463111,MOVE_FILE_MANUAL_JOB
16463193,MOVE_FILE_MANUAL_JOB
16529647,FLS_POS_HOLDINGS
16529648,FLS_POS_HOLDINGS
16529649,FLS_POS_HOLDINGS
16529650,FRR_MAT_ALERT
16529651,FRR_MAT_ALERT
16620681,SCD_Callout
16657222,VAL_EOD_ADMIN
16679464,VAL_EOD_ADMIN
16697170,VAL_EOD_ADMIN
16743690,SCD_SUPPORT_VAL_EOD_ADMIN
16911369,DIV_TXN_TD
16979928,ADHOC_DWHREC_ABOR_POS
16979929,ADHOC_DWHRC_ABOR_POS
16979931,ADHOC_DWHRC_FUND_DCP
16979933,ADHOC_DWHREC_FUND_DCMP
16979934,ADHOC_DWHREC_GLHOLDNG
16979935,ADHOC_DWHREC_IBOR_POS
16979936,ADHOC_DWHREC_IBOR_SETT
16986591,ADHOC_DWHREC_FUND_DCMP
16986640,ADHOC_DWHREC_ABOR_POS
17036918,SA_CASH_MGMT_IO
17036919,SA_CASH_MGMT_IO
17036920,SA_CASH_MGMT_IO
17321259,Rotate
17428640,DM_FX_RATE_UPDT
17573320,SA_DWH_REC_STATS
17573385,SA_DWH_REC_STATS
17833277,RECON_NT_POS_IAB
18181274,DM_CHECK_CORRA_RATE
18255379,LDOM_SCD_EXTRACTS_POST_EOD
18531907,DM_EXT_PMRS_REP
18531908,DM_EXT_PMRS_REP
18531909,DM_EXT_PMRS_REP
18953974,EXTMGR_COPY_TO_PROCESS
18953975,EXTMGR_COPR_TO_PROCESS_TRIGGER
19294406,SCD_Callout_v2
19713592,SO_GEN_REC_STATS_EXT
19731356,RE_DWH_PFC_1
19731357,RE_DWH_PFC_2
19731358,RE_DWH_LOAD_PLAN
19731359,RE_DWH_FUND_CLEANUP
19731360,RE_DWH_POS_CLEANUP
19731361,RE_DWH_LOAD
19906227,PRF_IRR_CALC
19906228,PRF_IRR_CALC
19908185,REF_DATA_IAB
19908186,REF_DATA_IAB
19908187,REF_IAB_DATA
19961153,GET_MP
19961154,DM_REF_FUNDDEFN_DATA
19961155,DM_REF_PORTF_DATA
19961156,DM_REF_SMF
19961157,DM_REF_MP
19961158,DM_REF_MP_TRIGGERED
19963086,GET_REF_PORTF_DATA
19963119,GET_REF_PORTFOLIO_PERF_DATES
19963381,GET_DM_REF_MP
19963382,DM_REF_PORTF_DATA_TRIGGERED
19963383,DM_REF_FUNDDEFN_DATA_TRIGGERED
19963384,GET_FUNDDEFN
19963385,GET_PORTFDATA
19963386,GET_PORTFOLIO_PERF_DATES
19963387,GET_SMF_FUND_CERTS_INTERNAL
19963388,GET_DM_REF_FUNDDEFN
19963389,GET_SMF_FUND_CERTS_INTERNAL
19963390,GET_PORTFOLIO_PERF_DATES
19963391,GET_PORTFDATA
19966712,MOVE_PORTFOLIO_PERF_DATES_TO_DIRECT
19966964,MOVE_PORTFOLIO_PERF_DATES_TO_DIRECT
20188998,AUDIT_ACTIVE_USERS
20275478,FUTURES_TRANS_RISK
20275574,FUTURES_TRANS_RISK
20275724,FUTURES_TRANS_RISK
20405626,PERF_DAILY_CLIENT_PARALLEL
20405639,PERF_DAILY_FUND_PARALLEL
21085478,EXTMGR_COPY_TO_PROCESS_TRIGGER
21527002,EXTMGR_START_OF_DAY_MOVE_FILES
21766915,DM_EXT_PMRS_REP
22454842,DM_EXT_POS_FI
22454881,DM_EXT_POS_FI
22455085,DM_EXT_POS_FI
22517220,PRF_CFT_EMAIL
22517221,PRF_CFT_EMAIL
23156212,ZIP_And_Delete_Folder
23156213,ZIP_AND_DELETE_FTP_FOLDERS
23156214,ZIP_AND_DELETE_FTP_FOLDERS
23940960,SUSPEND_SERVICE_PLATFORM
23940961,ENABLE_SERVICE_PLATFORM
23940962,SUSPEND_SERVICE_PLATFORM
23940963,ENABLE_SERVICE_PLATFORM
25333503,CHECK_FILE_AGE
25361078,DM_EXT_WHT_DEDUC
25361079,DM_EXT_WHT_DEDUC
25439452,DM_EXT_TRN_CASH_OPS
25439607,DM_EXT_TRN_CASH_OPS
25439616,DM_EXT_TRN_CASH_OPS
26186011,IO_AI_UNFUND_COMMIT
26186110,IO_AI_UNFUND_COMMIT
26186114,IO_AI_UNFUND_COMMIT
27255432,IPD_TRN_EXT
27255433,IPD_PRFCLC_EXT
27255434,IPD_TRN_EXT
27255435,IPD_PRFCLC_EXT
27255436,IPD_PRFCLC_EXT
27255437,IPD_TRN_EXT
27771489,PERF_EXTRACT_UPD
28162554,DM_MDV_AUDIT_EXPORT
28162757,DM_MDV_AUDIT_EXPORT
28162761,DM_MDV_AUDIT_EXPORT
28312511,DM_EXT_POS_EDM
28312512,DM_EXT_POS_EDM
28439902,SO_V_BUS_DATA
28439903,SO_V_BUS_DATA
28439904,SO_V_BUS_DATA
28441012,RE_DWH_LOAD_ADHOC
28537367,List_Integration_Table
28537368,Insert_Integration_Table
28537369,Update_Integration_Table
28537370,Delete_Integration_Table
28537371,List_IT_App_Variables
28537372,Insert_IT_App_Variables
28537373,Delete_IT_App_Variables
28537374,Update_IT_App_Variables
28545310,ADHOC_RECON_INT_UNIT_1
28730699,DM_EXT_PROJ_DIV
28730787,DM_EXT_PROJ_DIV
28730969,DM_EXT_PROJ_DIV
28863674,DWH_LINEAGE_EXE
28863675,DWH_LINEAGE
28863676,DWH_LINEAGE
28863677,DWH_LINEAGE
29212848,RECON_NT_WTAX_TRIGGERED
29349612,PERF_REP_DAILY_1
29349613,PERF_REP_DAILY_2
29349614,PRF_REP_DAILY_1
29349615,PRF_REP_DAILY_2
29596109,ADHOC_PERF_TFA_MTD
29596338,ADHOC_PERF_TFA_MTD
29596468,ADHOC_PERF_TFA_MTD
29611546,TRN_LF_EVENTS
29611547,TRN_LF_EVENTS
29611548,TRN_LF_EVENTS
29611549,TRN_LF_PAYDOWNS
